Step,Time[ms],homGroupTrue,homGroupFalse,agreeTrue,hetGroup,voteFalse,agreeFalse,voteTrue
500,"0,0010992683",0,0,2182,7,39,1598,61
501,"0,0011007336",0,0,2189,7,39,1612,61
502,"0,001101031",0,0,2182,7,39,1598,61
503,"0,001101559",0,0,2189,7,39,1612,61
504,"0,0011031893",0,0,2182,7,39,1598,61
505,"0,0011059913",0,0,2189,7,39,1612,61
506,"0,0011084429",0,0,2182,7,39,1598,61
507,"0,0011090944",0,0,2189,7,39,1612,61
508,"0,0011102635",0,0,2182,7,39,1598,61
509,"0,0011136527",0,0,2189,7,39,1612,61
510,"0,0011163381",0,0,2182,7,39,1598,61
511,"0,0011191682",0,0,2189,7,39,1612,61
512,"0,0011210352",0,0,2182,7,39,1598,61
513,"0,0011216323",0,0,2189,7,39,1612,61
514,"0,0011236757",0,0,2182,7,39,1598,61
515,"0,0011240011",0,0,2189,7,39,1612,61
516,"0,0011242454",0,0,2182,7,39,1598,61
517,"0,0011244633",0,0,2189,7,39,1612,61
518,"0,0011259514",0,0,2182,7,39,1598,61
519,"0,0011269154",0,0,2189,7,39,1612,61
520,"0,0011290778",0,0,2182,7,39,1598,61
521,"0,0011317615",0,0,2189,7,39,1612,61
522,"0,0011353055",0,0,2182,7,39,1598,61
523,"0,001136264",0,0,2189,7,39,1612,61
524,"0,001137034",0,0,2182,7,39,1598,61
525,"0,0011375552",0,0,2189,7,39,1612,61
526,"0,0011398037",0,0,2182,7,39,1598,61
527,"0,0011474892",0,0,2189,7,39,1612,61
528,"0,0011485939",0,0,2182,7,39,1598,61
529,"0,0011501105",0,0,2189,7,39,1612,61
530,"0,0011519882",0,0,2182,7,39,1598,61
531,"0,0011568894",0,0,2189,7,39,1612,61
532,"0,0011580981",0,0,2182,7,39,1598,61
533,"0,0011589994",0,0,2189,7,39,1612,61
534,"0,0011591216",0,0,2182,7,39,1598,61
535,"0,0011596634",0,0,2189,7,39,1612,61
536,"0,0011640416",0,0,2182,7,39,1598,61
537,"0,0011657299",0,0,2189,7,39,1612,61
538,"0,0011675799",0,0,2182,7,39,1598,61
539,"0,0011676268",0,0,2189,7,39,1612,61
540,"0,0011679955",0,0,2182,7,39,1598,61
541,"0,0011684856",0,0,2189,7,39,1612,61
542,"0,001168749",0,0,2182,7,39,1598,61
543,"0,0011695634",0,0,2189,7,39,1612,61
544,"0,0011708388",0,0,2182,7,39,1598,61
545,"0,0011744812",0,0,2189,7,39,1612,61
546,"0,0011745818",0,0,2182,7,39,1598,61
547,"0,0011746849",0,0,2189,7,39,1612,61
548,"0,0011782338",0,0,2182,7,39,1598,61
549,"0,0011796759",0,0,2189,7,39,1612,61
550,"0,0011812627",0,0,2182,7,39,1598,61
551,"0,0011830018",0,0,2189,7,39,1612,61
552,"0,0011855902",0,0,2182,7,39,1598,61
553,"0,0011883568",0,0,2189,7,39,1612,61
554,"0,0011896567",0,0,2182,7,39,1598,61
555,"0,0011979945",0,0,2189,7,39,1612,61
556,"0,0011988177",0,0,2182,7,39,1598,61
557,"0,001199327",0,0,2189,7,39,1612,61
558,"0,0012071251",0,0,2182,7,39,1598,61
559,"0,0012098061",0,0,2189,7,39,1612,61
560,"0,0012098476",0,0,2182,7,39,1598,61
561,"0,0012099297",0,0,2189,7,39,1612,61
562,"0,0012111586",0,0,2182,7,39,1598,61
563,"0,0012119577",0,0,2189,7,39,1612,61
564,"0,0012137175",0,0,2182,7,39,1598,61
565,"0,0012185445",0,0,2189,7,39,1612,61
566,"0,0012194101",0,0,2182,7,39,1598,61
567,"0,0012203844",0,0,2189,7,39,1612,61
568,"0,0012230065",0,0,2182,7,39,1598,61
569,"0,0012244861",0,0,2189,7,39,1612,61
570,"0,0012259747",0,0,2182,7,39,1598,61
571,"0,0012301701",0,0,2189,7,39,1612,61
572,"0,0012309497",0,0,2182,7,39,1598,61
573,"0,0012354658",0,0,2189,7,39,1612,61
574,"0,0012370498",0,0,2182,7,39,1598,61
575,"0,0012416407",0,0,2189,7,39,1612,61
576,"0,0012435275",0,0,2182,7,39,1598,61
577,"0,0012448712",0,0,2189,7,39,1612,61
578,"0,0012452523",0,0,2182,7,39,1598,61
579,"0,0012479418",0,0,2189,7,39,1612,61
580,"0,0012503083",0,0,2182,7,39,1598,61
581,"0,0012520119",0,0,2189,7,39,1612,61
582,"0,0012534973",0,0,2182,7,39,1598,61
583,"0,0012548966",0,0,2189,7,39,1612,61
584,"0,0012561608",0,0,2182,7,39,1598,61
585,"0,001260101",0,0,2189,7,39,1612,61
586,"0,0012604624",0,0,2182,7,39,1598,61
587,"0,0012612106",0,0,2182,7,40,1624,60
588,"0,0012615418",0,0,2190,7,40,1636,60
589,"0,0012628305",0,0,2195,7,40,1638,60
590,"0,0012651382",0,0,2195,7,40,1638,60
591,"0,0012711974",0,0,2195,7,40,1638,60
592,"0,001271276",0,0,2195,7,40,1638,60
593,"0,001277441",0,0,2195,7,40,1638,60
594,"0,0012806654",0,0,2195,7,40,1638,60
595,"0,0012819964",0,0,2195,7,40,1638,60
596,"0,0012820914",0,0,2195,7,40,1638,60
597,"0,0012835489",0,0,2195,7,40,1638,60
598,"0,0012883633",0,0,2195,7,40,1638,60
599,"0,0012888362",0,0,2195,7,40,1638,60
600,"0,0012894687",0,0,2195,7,40,1638,60
601,"0,0012898152",0,0,2195,7,40,1638,60
602,"0,0012915128",0,0,2195,7,40,1638,60
603,"0,0012947834",0,0,2195,7,40,1638,60
604,"0,001296411",0,0,2195,7,40,1638,60
605,"0,0012964223",0,0,2195,7,40,1638,60
606,"0,0012985556",0,0,2195,7,40,1638,60
607,"0,0013022907",0,0,2195,7,40,1638,60
608,"0,0013054036",0,0,2195,7,40,1638,60
609,"0,0013056114",0,0,2195,7,40,1638,60
610,"0,0013078392",0,0,2195,7,40,1638,60
611,"0,0013115345",0,0,2195,7,40,1638,60
612,"0,0013127308",0,0,2195,7,40,1638,60
613,"0,0013154693",0,0,2195,7,40,1638,60
614,"0,0013193406",0,0,2195,7,40,1638,60
615,"0,0013204183",0,0,2195,7,40,1638,60
616,"0,0013228614",0,0,2195,7,40,1638,60
617,"0,0013253334",0,0,2195,7,40,1638,60
618,"0,0013329204",0,0,2195,7,40,1638,60
619,"0,0013343406",0,0,2195,7,40,1638,60
620,"0,0013405578",0,0,2195,7,40,1638,60
621,"0,0013408275",0,0,2195,7,40,1638,60
622,"0,0013439339",0,0,2195,7,40,1638,60
623,"0,0013452524",0,0,2195,7,40,1638,60
624,"0,0013469525",0,0,2195,7,40,1638,60
625,"0,0013514542",0,0,2195,7,40,1638,60
626,"0,0013551532",0,0,2195,7,40,1638,60
627,"0,0013574025",0,0,2195,7,40,1638,60
628,"0,0013589426",0,0,2195,7,40,1638,60
629,"0,0013590323",0,0,2195,7,40,1638,60
630,"0,0013619296",0,0,2195,7,40,1638,60
631,"0,0013644097",0,0,2195,7,40,1638,60
632,"0,001368054",0,0,2195,7,40,1638,60
633,"0,0013749226",0,0,2195,7,40,1638,60
634,"0,0013761654",0,0,2195,7,40,1638,60
635,"0,0013780672",0,0,2195,7,40,1638,60
636,"0,0013780982",0,0,2195,7,40,1638,60
637,"0,0013820251",0,0,2195,7,40,1638,60
638,"0,0013860116",0,0,2195,7,40,1638,60
639,"0,0013876582",0,0,2195,7,40,1638,60
640,"0,0013883978",0,0,2195,7,40,1638,60
641,"0,0013908871",0,0,2195,7,40,1638,60
642,"0,0013965246",0,0,2195,7,40,1638,60
643,"0,0013997711",0,0,2195,7,40,1638,60
644,"0,0014002195",0,0,2195,7,40,1638,60
645,"0,001401432",0,0,2195,7,40,1638,60
646,"0,0014022816",0,0,2195,7,40,1638,60
647,"0,0014024527",0,0,2195,7,40,1638,60
648,"0,0014028406",0,0,2195,7,40,1638,60
649,"0,0014038693",0,0,2195,7,40,1638,60
650,"0,0014075623",0,0,2195,7,40,1638,60
651,"0,0014091751",0,0,2195,7,40,1638,60
652,"0,0014095106",0,0,2195,7,40,1638,60
653,"0,0014156435",0,0,2195,7,40,1638,60
654,"0,0014162346",0,0,2195,7,40,1638,60
655,"0,0014167308",0,0,2195,7,40,1638,60
656,"0,0014167931",0,0,2195,7,40,1638,60
657,"0,0014171302",0,0,2195,7,40,1638,60
658,"0,0014197502",0,0,2195,7,40,1638,60
659,"0,0014197985",0,0,2195,7,40,1638,60
660,"0,0014247686",0,0,2195,7,40,1638,60
661,"0,0014270985",0,0,2195,7,40,1638,60
662,"0,0014289717",0,0,2195,7,40,1638,60
663,"0,0014299071",0,0,2195,7,40,1638,60
664,"0,0014309615",0,0,2195,7,40,1638,60
665,"0,0014318563",0,0,2195,7,40,1638,60
666,"0,0014396718",0,0,2195,7,40,1638,60
667,"0,0014454318",0,0,2195,7,40,1638,60
668,"0,001447868",0,0,2195,7,40,1638,60
669,"0,0014478889",0,0,2195,7,40,1638,60
670,"0,0014512991",0,0,2195,7,40,1638,60
671,"0,0014522485",0,0,2195,7,40,1638,60
672,"0,0014534696",0,0,2195,7,40,1638,60
673,"0,0014552962",0,0,2195,7,40,1638,60
674,"0,0014566674",0,0,2221,7,41,1752,59
675,"0,0014609671",0,0,2219,8,41,1742,59
676,"0,0014642581",0,0,2221,8,41,1742,59
677,"0,0014643286",0,0,2221,7,41,1768,59
678,"0,0014664106",0,0,2210,6,41,1768,59
679,"0,001468383",0,0,2210,6,41,1768,59
680,"0,0014740798",0,0,2210,6,41,1768,59
681,"0,0014751169",0,0,2210,6,41,1768,59
682,"0,0014751749",0,0,2210,6,41,1768,59
683,"0,0014756768",0,0,2210,6,41,1768,59
684,"0,0014790154",0,0,2210,6,41,1768,59
685,"0,001480038",0,0,2210,6,41,1768,59
686,"0,001481508",0,0,2210,6,41,1768,59
687,"0,0014865521",0,0,2210,6,41,1768,59
688,"0,0014876959",0,0,2210,6,41,1768,59
689,"0,0014896766",0,0,2210,6,41,1768,59
690,"0,0014897921",0,0,2210,6,41,1768,59
691,"0,0014907804",0,0,2210,6,41,1768,59
692,"0,0014921225",0,0,2210,6,41,1768,59
693,"0,0014924316",0,0,2210,6,41,1768,59
694,"0,0014929255",0,0,2210,6,41,1768,59
695,"0,0014931008",0,0,2210,6,41,1768,59
696,"0,0014932423",0,0,2210,6,41,1768,59
697,"0,0014953154",0,0,2210,6,41,1768,59
698,"0,0014963031",0,0,2210,6,41,1768,59
699,"0,0014967272",0,0,2210,6,41,1768,59
700,"0,0014970442",0,0,2210,6,41,1768,59
701,"0,0014971726",0,0,2210,6,41,1768,59
702,"0,001501917",0,0,2210,6,41,1768,59
703,"0,0015033419",0,0,2210,6,41,1768,59
704,"0,0015033898",0,0,2210,6,41,1768,59
705,"0,0015036574",0,0,2210,6,41,1768,59
706,"0,0015052913",0,0,2210,6,41,1768,59
707,"0,0015056657",0,0,2210,6,41,1768,59
708,"0,0015070543",0,0,2210,6,41,1768,59
709,"0,0015090858",0,0,2210,6,41,1768,59
710,"0,001512596",0,0,2210,6,41,1768,59
711,"0,0015151461",0,0,2210,6,41,1768,59
712,"0,0015213777",0,0,2210,6,41,1768,59
713,"0,001523289",0,0,2210,6,41,1768,59
714,"0,0015246225",0,0,2210,6,41,1768,59
715,"0,0015248177",0,0,2210,6,41,1768,59
716,"0,0015252928",0,0,2210,6,41,1768,59
717,"0,001527061",0,0,2210,6,41,1768,59
718,"0,0015272354",0,0,2210,6,41,1768,59
719,"0,0015279239",0,0,2210,6,41,1768,59
720,"0,0015283273",0,0,2210,6,41,1768,59
721,"0,0015343637",0,0,2210,6,41,1768,59
722,"0,0015349264",0,0,2210,6,41,1768,59
723,"0,0015364476",0,0,2210,6,41,1768,59
724,"0,0015387169",0,0,2210,6,41,1768,59
725,"0,0015396776",0,0,2210,6,41,1768,59
726,"0,0015467123",0,0,2210,6,41,1768,59
727,"0,0015469582",0,0,2210,6,41,1768,59
728,"0,0015480456",0,0,2210,6,41,1768,59
729,"0,0015481633",0,0,2210,6,41,1768,59
730,"0,0015483759",0,0,2210,6,41,1768,59
731,"0,0015500126",0,0,2210,6,41,1768,59
732,"0,001552123",0,0,2210,6,41,1768,59
733,"0,0015550116",0,0,2210,6,41,1768,59
734,"0,0015574221",0,0,2210,6,41,1768,59
735,"0,0015577444",0,0,2210,6,41,1768,59
736,"0,0015598629",0,0,2210,6,41,1768,59
737,"0,0015625018",0,0,2210,6,41,1768,59
738,"0,0015638608",0,0,2210,6,41,1768,59
739,"0,0015650058",0,0,2210,6,41,1768,59
740,"0,001565465",0,0,2210,6,41,1768,59
741,"0,0015664851",0,0,2210,6,41,1768,59
742,"0,0015686485",0,0,2210,6,41,1768,59
743,"0,00156938",0,0,2210,6,41,1768,59
744,"0,0015704671",0,0,2210,6,41,1768,59
745,"0,0015710571",0,0,2210,6,41,1768,59
746,"0,0015726081",0,0,2210,6,41,1768,59
747,"0,0015737381",0,0,2210,6,41,1768,59
748,"0,0015740822",0,0,2210,6,41,1768,59
749,"0,0015744946",0,0,2210,6,41,1768,59
750,"0,001576825",0,0,2210,6,41,1768,59
751,"0,0015814493",0,0,2210,6,41,1768,59
752,"0,0015818649",0,0,2210,6,41,1768,59
753,"0,0015822695",0,0,2210,6,41,1768,59
754,"0,0015826405",0,0,2210,6,41,1768,59
755,"0,0015868101",0,0,2210,6,41,1768,59
756,"0,0015875944",0,0,2210,6,41,1768,59
757,"0,0015906079",0,0,2210,6,41,1768,59
758,"0,0015911297",0,0,2210,6,41,1768,59
759,"0,0015913999",0,0,2210,6,41,1768,59
760,"0,0015918947",0,0,2210,6,41,1768,59
761,"0,0015932225",0,0,2210,6,41,1768,59
762,"0,0015967301",0,0,2210,6,41,1768,59
763,"0,0015967904",0,0,2210,6,41,1768,59
764,"0,0015967974",0,0,2210,6,41,1768,59
765,"0,0015968369",0,0,2210,6,41,1768,59
766,"0,001598068",0,0,2210,6,41,1768,59
767,"0,0015985445",0,0,2210,6,41,1768,59
768,"0,0016000973",0,0,2210,6,41,1768,59
769,"0,0016001867",0,0,2210,6,41,1768,59
770,"0,0016006891",0,0,2210,6,41,1768,59
771,"0,0016013172",0,0,2210,6,41,1768,59
772,"0,0016014092",0,0,2210,6,41,1768,59
773,"0,0016017683",0,0,2210,6,41,1768,59
774,"0,0016024285",0,0,2210,6,41,1768,59
775,"0,0016046762",0,0,2210,6,41,1768,59
776,"0,0016056451",0,0,2210,6,41,1768,59
777,"0,0016089787",0,0,2210,6,41,1768,59
778,"0,0016092887",0,0,2210,6,41,1768,59
779,"0,0016100845",0,0,2210,6,41,1768,59
780,"0,0016117277",0,0,2210,6,41,1768,59
781,"0,0016126558",0,0,2210,6,41,1768,59
782,"0,0016130387",0,0,2210,6,41,1768,59
783,"0,001613342",0,0,2210,6,41,1768,59
784,"0,0016150175",0,0,2210,6,41,1768,59
785,"0,0016151389",0,0,2210,6,41,1768,59
786,"0,0016162842",0,0,2210,6,41,1768,59
787,"0,0016177622",0,0,2210,6,41,1768,59
788,"0,0016182534",0,0,2210,6,41,1768,59
789,"0,0016286563",0,0,2210,6,41,1768,59
790,"0,001634623",0,0,2210,6,41,1768,59
791,"0,0016348229",0,0,2210,6,41,1768,59
792,"0,0016366548",0,0,2210,6,41,1768,59
793,"0,0016400355",0,0,2210,6,41,1768,59
794,"0,0016409555",0,0,2210,6,41,1768,59
795,"0,0016412508",0,0,2210,6,41,1768,59
796,"0,0016430551",0,0,2210,6,41,1768,59
797,"0,0016447832",0,0,2210,6,41,1768,59
798,"0,0016462857",0,0,2210,6,41,1768,59
799,"0,0016477504",0,0,2210,6,41,1768,59
800,"0,0016497934",0,0,2210,6,41,1768,59
801,"0,0016513109",0,0,2210,6,41,1768,59
802,"0,0016536802",0,0,2210,6,41,1768,59
803,"0,0016577617",0,0,2210,6,41,1768,59
804,"0,001661101",0,0,2210,6,41,1768,59
805,"0,0016626733",0,0,2210,6,41,1768,59
806,"0,0016640257",0,0,2210,6,41,1768,59
807,"0,0016653615",0,0,2210,6,41,1768,59
808,"0,0016655704",0,0,2210,6,41,1768,59
809,"0,0016658619",0,0,2210,6,41,1768,59
810,"0,0016668199",0,0,2210,6,41,1768,59
811,"0,0016680484",0,0,2210,6,41,1768,59
812,"0,0016749912",0,0,2210,6,41,1768,59
813,"0,0016812675",0,0,2210,6,41,1768,59
814,"0,0016829169",0,0,2210,6,41,1768,59
815,"0,001683361",0,0,2210,6,41,1768,59
816,"0,0016835996",0,0,2210,6,41,1768,59
817,"0,0016863154",0,0,2210,6,41,1768,59
818,"0,0016864341",0,0,2210,6,41,1768,59
819,"0,0016872421",0,0,2210,6,41,1768,59
820,"0,0016888798",0,0,2210,6,41,1768,59
821,"0,0016928055",0,0,2210,6,41,1768,59
822,"0,0016928243",0,0,2210,6,41,1768,59
823,"0,0016934758",0,0,2210,6,41,1768,59
824,"0,0016965465",0,0,2210,6,41,1768,59
825,"0,0016982216",0,0,2210,6,41,1768,59
826,"0,0017023165",0,0,2210,6,41,1768,59
827,"0,0017028216",0,0,2210,6,41,1768,59
828,"0,0017036645",0,0,2210,6,41,1768,59
829,"0,001704769",0,0,2210,6,41,1768,59
830,"0,0017090879",0,0,2210,6,41,1768,59
831,"0,0017114505",0,0,2210,6,41,1768,59
832,"0,0017121681",0,0,2210,6,41,1768,59
833,"0,0017166247",0,0,2210,6,41,1768,59
834,"0,0017179188",0,0,2210,6,41,1768,59
835,"0,0017182576",0,0,2210,6,41,1768,59
836,"0,0017198364",0,0,2210,6,41,1768,59
837,"0,0017199127",0,0,2210,6,41,1768,59
838,"0,0017208885",0,0,2210,6,41,1768,59
839,"0,00172295",0,0,2210,6,41,1768,59
840,"0,0017242094",0,0,2210,6,41,1768,59
841,"0,001724754",0,0,2210,6,41,1768,59
842,"0,0017249935",0,0,2210,6,41,1768,59
843,"0,0017255001",0,0,2210,6,41,1768,59
844,"0,0017286243",0,0,2210,6,41,1768,59
845,"0,0017289396",0,0,2210,6,41,1768,59
846,"0,0017327646",0,0,2210,6,41,1768,59
847,"0,0017329395",0,0,2210,6,41,1768,59
848,"0,0017344952",0,0,2210,6,41,1768,59
849,"0,0017345757",0,0,2210,6,41,1768,59
850,"0,0017366663",0,0,2210,6,41,1768,59
851,"0,0017393527",0,0,2210,6,41,1768,59
852,"0,0017407331",0,0,2210,6,41,1768,59
853,"0,0017425205",0,0,2210,6,41,1768,59
854,"0,0017449264",0,0,2210,6,41,1768,59
855,"0,0017455097",0,0,2210,6,41,1768,59
856,"0,0017464393",0,0,2210,6,41,1768,59
857,"0,001746609",0,0,2210,6,41,1768,59
858,"0,0017474999",0,0,2210,6,41,1768,59
859,"0,0017480132",0,0,2210,6,41,1768,59
860,"0,0017508486",0,0,2210,6,41,1768,59
861,"0,0017518064",0,0,2210,6,41,1768,59
862,"0,001753266",0,0,2210,6,41,1768,59
863,"0,001753478",0,0,2210,6,41,1768,59
864,"0,0017555349",0,0,2210,6,41,1768,59
865,"0,0017574949",0,0,2210,6,41,1768,59
866,"0,0017576973",0,0,2210,6,41,1768,59
867,"0,0017595917",0,0,2210,6,41,1768,59
868,"0,0017633498",0,0,2210,6,41,1768,59
869,"0,0017655327",0,0,2210,6,41,1768,59
870,"0,0017678305",0,0,2210,6,41,1768,59
871,"0,0017686147",0,0,2210,6,41,1768,59
872,"0,0017710167",0,0,2210,6,41,1768,59
873,"0,0017721036",0,0,2210,6,41,1768,59
874,"0,0017725186",0,0,2210,6,41,1768,59
875,"0,0017741987",0,0,2210,6,41,1768,59
876,"0,0017744191",0,0,2210,6,41,1768,59
877,"0,0017765448",0,0,2210,6,41,1768,59
878,"0,0017771164",0,0,2210,6,41,1768,59
879,"0,0017783883",0,0,2210,6,41,1768,59
880,"0,0017790816",0,0,2210,6,41,1768,59
881,"0,0017791522",0,0,2210,6,41,1768,59
882,"0,0017797388",0,0,2210,6,41,1768,59
883,"0,0017835579",0,0,2210,6,41,1768,59
884,"0,0017848856",0,0,2210,6,41,1768,59
885,"0,0017864629",0,0,2210,6,41,1768,59
886,"0,0017873697",0,0,2210,6,41,1768,59
887,"0,0017903432",0,0,2210,6,41,1768,59
888,"0,0017950991",0,0,2210,6,41,1768,59
889,"0,0017957598",0,0,2210,6,41,1768,59
890,"0,0017963216",0,0,2210,6,41,1768,59
891,"0,0017985305",0,0,2210,6,41,1768,59
892,"0,0018005543",0,0,2210,6,41,1768,59
893,"0,0018011742",0,0,2210,6,41,1768,59
894,"0,0018012856",0,0,2210,6,41,1768,59
895,"0,0018040905",0,0,2210,6,41,1768,59
896,"0,001804412",0,0,2210,6,41,1768,59
897,"0,0018051124",0,0,2210,6,41,1768,59
898,"0,0018063906",0,0,2210,6,41,1768,59
899,"0,0018074923",0,0,2210,6,41,1768,59
900,"0,0018084689",0,0,2210,6,41,1768,59
901,"0,0018093391",0,0,2210,6,41,1768,59
902,"0,0018100526",0,0,2210,6,41,1768,59
903,"0,001814758",0,0,2210,6,41,1768,59
904,"0,0018164406",0,0,2210,6,41,1768,59
905,"0,0018168179",0,0,2210,6,41,1768,59
906,"0,0018171009",0,0,2210,6,41,1768,59
907,"0,0018174124",0,0,2210,6,41,1768,59
908,"0,0018203923",0,0,2210,6,41,1768,59
909,"0,0018226437",0,0,2210,6,41,1768,59
910,"0,0018253632",0,0,2210,6,41,1768,59
911,"0,0018293895",0,0,2210,6,41,1768,59
912,"0,0018317241",0,0,2210,6,41,1768,59
913,"0,0018325387",0,0,2210,6,41,1768,59
914,"0,0018337581",0,0,2210,6,41,1768,59
915,"0,0018345193",0,0,2210,6,41,1768,59
916,"0,0018379103",0,0,2210,6,41,1768,59
917,"0,0018385146",0,0,2210,6,41,1768,59
918,"0,0018403292",0,0,2210,6,41,1768,59
919,"0,0018441939",0,0,2210,6,41,1768,59
920,"0,0018448834",0,0,2210,6,41,1768,59
921,"0,0018495337",0,0,2210,6,41,1768,59
922,"0,0018519844",0,0,2210,6,41,1768,59
923,"0,0018543969",0,0,2210,6,41,1768,59
924,"0,001855638",0,0,2210,6,41,1768,59
925,"0,0018587992",0,0,2210,6,41,1768,59
926,"0,0018678918",0,0,2210,6,41,1768,59
927,"0,0018693046",0,0,2210,6,41,1768,59
928,"0,0018753219",0,0,2210,6,41,1768,59
929,"0,0018760306",0,0,2210,6,41,1768,59
930,"0,0018778639",0,0,2227,6,42,1910,58
931,"0,0018784496",0,0,2227,6,42,1910,58
932,"0,0018795228",0,0,2227,6,42,1910,58
933,"0,0018809848",0,0,2227,6,42,1910,58
934,"0,0018833768",0,0,2227,6,42,1910,58
935,"0,0018901047",0,0,2227,6,42,1910,58
936,"0,0018901493",0,0,2227,6,42,1910,58
937,"0,0018903173",0,0,2227,6,42,1910,58
938,"0,0018914761",0,0,2227,6,42,1910,58
939,"0,0018915681",0,0,2227,6,42,1910,58
940,"0,0018921165",0,0,2227,6,42,1910,58
941,"0,0018946872",0,0,2227,6,42,1910,58
942,"0,0018964444",0,0,2227,6,42,1910,58
943,"0,0018972534",0,0,2227,6,42,1910,58
944,"0,0018990835",0,0,2227,6,42,1910,58
945,"0,0018991072",0,0,2227,6,42,1910,58
946,"0,001899374",0,0,2227,6,42,1910,58
947,"0,0019002116",0,0,2210,8,41,1768,59
948,"0,0019003926",0,0,2228,8,41,1792,59
949,"0,0019013073",0,0,2228,8,41,1792,59
950,"0,0019064396",0,0,2228,8,41,1792,59
951,"0,001908294",0,0,2228,8,41,1792,59
952,"0,0019090065",0,0,2228,8,41,1792,59
953,"0,0019095118",0,0,2228,8,41,1792,59
954,"0,0019101471",0,0,2228,8,41,1792,59
955,"0,0019101571",0,0,2228,8,41,1792,59
956,"0,0019140876",0,0,2228,8,41,1792,59
957,"0,001915807",0,0,2228,8,41,1792,59
958,"0,001916653",0,0,2228,8,41,1792,59
959,"0,0019196053",0,0,2228,8,41,1792,59
960,"0,0019207423",0,0,2228,8,41,1792,59
961,"0,0019276472",0,0,2228,8,41,1792,59
962,"0,0019306557",0,0,2228,8,41,1792,59
963,"0,0019314784",0,0,2228,8,41,1792,59
964,"0,0019320922",0,0,2228,8,41,1792,59
965,"0,0019329362",0,0,2228,8,41,1792,59
966,"0,0019344929",0,0,2228,8,41,1792,59
967,"0,0019349884",0,0,2228,8,41,1792,59
968,"0,0019361691",0,0,2228,8,41,1792,59
969,"0,0019403556",0,0,2228,8,41,1792,59
970,"0,0019409884",0,0,2228,8,41,1792,59
971,"0,0019466185",0,0,2228,8,41,1792,59
972,"0,0019492461",0,0,2228,8,41,1792,59
973,"0,0019520714",0,0,2228,8,41,1792,59
974,"0,001954891",0,0,2228,8,41,1792,59
975,"0,0019571041",0,0,2228,8,41,1792,59
976,"0,0019615289",0,0,2228,8,41,1792,59
977,"0,0019622976",0,0,2228,8,41,1792,59
978,"0,0019643522",0,0,2228,8,41,1792,59
979,"0,0019667011",0,0,2228,8,41,1792,59
980,"0,0019684083",0,0,2228,8,41,1792,59
981,"0,0019709154",0,0,2228,8,41,1792,59
982,"0,0019712382",0,0,2228,8,41,1792,59
983,"0,0019722713",0,0,2228,8,41,1792,59
984,"0,0019724476",0,0,2228,8,41,1792,59
985,"0,0019728908",0,0,2228,8,41,1792,59
986,"0,0019733419",0,0,2228,8,41,1792,59
987,"0,0019753702",0,0,2228,8,41,1792,59
988,"0,0019756606",0,0,2228,8,41,1792,59
989,"0,0019760268",0,0,2228,8,41,1792,59
990,"0,0019764712",0,0,2228,8,41,1792,59
991,"0,0019786267",0,0,2228,8,41,1792,59
992,"0,0019815811",0,0,2228,8,41,1792,59
993,"0,0019826421",0,0,2228,8,41,1792,59
994,"0,0019832255",0,0,2228,8,41,1792,59
995,"0,0019843332",0,0,2244,8,42,1936,58
996,"0,0019864458",0,0,2244,8,42,1936,58
997,"0,0019877921",0,0,2244,8,42,1936,58
998,"0,0019878407",0,0,2244,8,42,1936,58
999,"0,0019894131",0,0,2244,8,42,1936,58